[cited 2018 20 March].
Abstracts of Papers, 221st ACS National Meeting, San Diego, CA, United States, April 1-5, 2001
Abstracts of Papers, 222nd ACS National Meeting, Chicago, IL, United States, August 26-30, 2001
Abstracts of Papers, 225th ACS National Meeting, New Orleans, LA, United States, March 23-27, 2003
Abstracts of Papers, 230th ACS National Meeting, Washington, DC, United States, Aug. 28-Sept. 1, 2005
Chemical Research in Toxicology	Chem. Res. Toxicol.	Chem Res Toxicol
Chemical Reviews (Washington, D. C.)	Chem. Rev.	Chem Rev
Chemical Reviews (Washington, DC)	Chem. Rev.	Chem Rev
Chemical Reviews (Washington, DC, United States)	Chem. Rev.	Chem Rev
Chemical Reviews	Chem. Rev.	Chem Rev
Chemical Senses	Chem. Senses	Chem Senses
Chemical Society Reviews	Chem. Soc. Rev.	Chem Soc Rev
Chemical Speciation and Bioavailability	Chem. Speciation Bioavailability	Chem Speciation Bioavailability
Chemical Vapor Deposition	Chem. Vap. Deposition	Chem Vap Deposition
Chemical Week	Chem. Week	Chem Week
Chemicke Listy	Chem. Listy	Chem Listy
Chemico-Biological Interactions	Chem. Biol. Interact.	Chem Biol Interact
Chemie Anlagen und Verfahren	Chem. -Anlagen Verfahren	Chem -Anlagen Verfahren
Chemie in unserer Zeit	Chem. unserer Zeit	Chem unserer Zeit
Chemie Ingenieur Technik	Chem. Ing. Tech.	Chem Ing Tech
Chemische Berichte	Chem. Ber.	Chem Ber
Chemische Berichte-Recueil	Chem. Ber. Recl.	Chem Ber Recl
Chemische Technik	Chem. Tech. (Leipzig)	Chem Tech (Leipzig)
Chemistry- A European Journal	Chem. Eur. J.	Chem Eur J
Chemistry and Industry	Chem. Ind. (London)	Chem Ind (London)
Chemistry and Physics of Carbon	Chem. Phys. Carbon	Chem Phys Carbon
Chemistry and Physics of Lipids	Chem. Phys. Lipids	Chem Phys Lipids
Chemistry and Technology of Fuels and Oils	Chem. Technol. Fuels Oils	Chem Technol Fuels Oils
Chemistry Express	Chem. Express	Chem Express
Chemistry in Australia	Chem. Aust.	Chem Aust
Chemistry in Britain	Chem. Br.	Chem Br
Chemistry Letters	Chem. Lett.	Chem Lett
Chemistry of Heteroyclic Compounds	Chem. Heterocycl. Compd.	Chem Heterocycl Compd
Chemistry of Materials	Chem. Mater.	Chem Mater
Chemistry of Natural Compounds	Chem. Nat. Compd.	Chem Nat Compd
Chemistry--A European Journal	Chem. Eur. J.	Chem Eur J
Chemometrics and Intelligent Laborary Systems	Chemom. Intell. Lab. Syst.	Chemom Intell Lab Syst
ChemTech	Chem. Tech.	Chem Tech
Chemtracts
Chimica Oggi
Chinese Chemical Letters	Chin. Chem. Lett.	Chin Chem Lett
Chinese Journal of Chemical Engineering	Chin. J. Chem. Eng.	Chin J Chem Eng
Chinese Journal of Chemistry	Chin. J. Chem .	Chin J Chem
Chinese Journal of Nuclear Physics	Chin. J. Nucl. Phys.	Chin J Nucl Phys
Chinese Journal of Polymer Science	Chin. J. Polym. Sci.	Chin J Polym Sci
Chinese Science Bulletin	Chin. Sci. Bull.	Chin Sci Bull
Chromatographic Science Series	Chromatogr. Sci. Ser.	Chromatogr Sci Ser
CIM Bulletin	CIM Bull.	CIM Bull
Classical and Quantum Gravity	Class. Quantum Grav.	Class Quantum Grav
Clays and Clay Minerals	Clays Clay Miner.	Clays Clay Miner
Clinica Chimica Acta	Clin. Chim. Acta	Clin Chim Acta
Clinical Biochemistry	Clin. Biochem.	Clin Biochem
Clinical Chemistry	Clin. Chem.	Clin Chem
Collection of Czechoslovak Chemical Communications	Collect. Czech. Chem. Commun.	Collect Czech Chem Commun
Colloid and Polymer Science	Colloid. Polym. Sci.	Colloid Polym Sci
Colloid Journal	Colloid J.	Colloid J
Colloids and Surfaces A	Colloids Surf., A	Colloids Surf, A
Colloids and Surfaces B	Colloids Surf., B	Colloids Surf, B
Combinatorial Chemistry and High Throughput Screening	Comb. Chem. High Throughput Screening	Comb Chem High Throughput Screening
Combustion and Flame	Combust. Flame	Combust Flame
Combustion Science and Technology	Combust. Sci. Technol.	Combust Sci Technol
Comments on Inorganic Chemistry	Comments Inorg. Chem.	Comments Inorg Chem
Comments on Nuclear and Particle Physics	Comments Nucl. Part. Phys.	Comments Nucl Part Phys
Communications in Mathematical Physics	Commun. Math. Phys.	Commun Math Phys
Communications on Pure and Applied Mathematics	Commun. Pure Appl. Math.	Commun Pure Appl Math
Comparative Biochemistry and Physiology A: Physiology	Comp. Biochem. Physiol. A: Physiol.	Comp Biochem Physiol A: Physiol
Comparative Biochemistry and Physiology B: Biochemistry and Molecular Biology	Comp. Biochem. Physiol. B: Biochem. Mol. Biol.	Comp Biochem Physiol B: Biochem Mol Biol
Comparative Biochemistry and Physiology C: Pharmacology Toxicology and Endocrinology	Comp. Biochem. Physiol. C: Pharmacol. Toxicol.	Comp Biochem Physiol C: Pharmacol Toxicol
Composite Interfaces	Compos. Interfaces	Compos Interfaces
Composite Structures	Compos. Struct.	Compos Struct
Composites Engineering	Compos. Eng.	Compos Eng
Composites Part A Applied Science and Manufacturing	Composites Part A	Composites Part A
Composites Part B Engineering	Composites Part B	Composites Part B
Composites Science and Technology	Compos. Sci. Technol.	Compos Sci Technol
Comptes Rendus de l' Academie des Sciences Serie IIa:Sciences de la Terre et des Planets	C.R. Acad. Sci., Ser. IIa: Sci. Terre Planets	CR Acad Sci, Ser IIa: Sci Terre Planets
Comptes Rendus de l' Academie des Sciences Serie IIb:Mecanique Physique Chimie Astronomie	C.R. Acad. Sci., Ser. IIb: Mec., Phys., Chim., Astron.	CR Acad Sci, Ser IIb: Mec, Phys, Chim, Astron
Comptes Rendus de l' Academie des Sciences Serie IIc:Chemie	C.R. Acad. Sci., Ser. IIc: Chim.	CR Acad Sci, Ser IIc: Chim
Comptes Rendus de l' Academie des Sciences Serie III: Sciences de la Vie	C.R. Acad. Sci., Ser. III	CR Acad Sci, Ser III
Comptes Rendus Hebdomadaires des Seances de l`Aeademie des Sciences	C. R. Acad. Sci.	C R Acad Sci
Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences, Serie A: Sciences Mathematiques	C. R. Acad. Ser. A	C R Acad Ser A
Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences, Serie B: Sciences Physiques	C. R. Acad. Ser. B	C R Acad Ser B
Computation Materials Science	Comput. Mater. Sci.	Comput Mater Sci
Computational and Theoretical Polymer Science	Comput. Theor. Polym. Sci.	Comput Theor Polym Sci
Computational Materials Science	Comput. Mater. Sci.	Comput Mater Sci
Computer Physics Communications	Comput. Phys. Commun.	Comput Phys Commun
Computers and Chemical Engineering	Comput. Chem. Eng.	Comput Chem Eng
Computers and Chemistry	Comput. Chem. (Oxford)	Comput Chem (Oxford)
Computers in Physics	Comput. Phys.	Comput Phys
Concepts in Magenetic Resonance	Concepts Magn. Reson.	Concepts Magn Reson
Concrete Engineering International	Concr. Eng. Int.	Concr Eng Int
Concrete International	Concr. Int.	Concr Int
Concrete Science and Engineering	Concr. Sci. Eng.	Concr Sci Eng
Condensed Matter Physics	Condens. Matter Phys.	Condens Matter Phys
Condensed Matter Theories	Condens. Matter Theor.	Condens Matter Theor
Continuum Mechanics and Thermodynamics	Continuum Mech. Thermodyn.	Continuum Mech Thermodyn
Contributions to Mineralogy and Petrology	Contrib. Mineral. Petrol.	Contrib Mineral Petrol
Coordination Chemistry Reviews	Coord. Chem. Rev.	Coord Chem Rev
Corrosion Reviews	Corros. Rev.	Corros Rev
Corrosion Science	Corros. Sci.	Corros Sci
CPP Chemical Plants and Processing	CPP Chem. Plants and Process.	CPP Chem Plants and Process
Critical Reviews in Analytical Chemistry	Crit. Rev. Anal. Chem.	Crit Rev Anal Chem
Critical Reviews in Biochemistry and Molecular Biology	Crit. Rev. Biochem. Mol. Biol.	Crit Rev Biochem Mol Biol
Critical Reviews in Biotechnology	Crit. Rev. Biotechnol.	Crit Rev Biotechnol
Critical Reviews in Environment Science and Technology	Crit. Rev. Env. Sci. Technol.	Crit Rev Env Sci Technol
Critical Reviews in Solid State and Materials Sciences	Crit. Rev. Solid State Mater. Sci.	Crit Rev Solid State Mater Sci
Critical Reviews in Toxicology	Crit. Rev. Toxicol.	Crit Rev Toxicol
Croatica Chemica Acta	Croat. Chem. Acta	Croat Chem Acta
Cryogenics	Cryogenics	Cryogenics
Crystal Engineering	Cryst. Eng.	Cryst Eng
Crystal Growth and Design	Cryst. Growth Des.	Cryst Growth Des
Crystal Research and Technology	Cryst. Res. Technol.	Cryst Res Technol
Current Opinion in Biotechnology	Curr. Opin. Biotechnol.	Curr Opin Biotechnol
Current Opinion in Chemical Biology	Curr. Opin. Chem. Biol.	Curr Opin Chem Biol
Current Opinion in Colloid nd Interface Science	Curr. Opin. Colloid Interface Sci.	Curr Opin Colloid Interface Sci
Current Opinion in Pharmacology	Curr. Opin. Pharmacol.	Curr Opin Pharmacol
Current Opinion in Solid State and Materials Science	Curr. Opin. Solid State Mater. Sci.	Curr Opin Solid State Mater Sci
Current Organic Chemistry	Curr. Org. Chem.	Curr Org Chem
Current Plant Science in Biotechnology and Agriculture	Curr. Plant Sci. Biotechnol. Agric.	Curr Plant Sci Biotechnol Agric
Current Topics in Medicinal Chemistry	Curr. Top. Med. Chem.	Curr Top Med Chem
Current Topics in Membranes	Curr. Top. Membr.	Curr Top Membr
Czechoslovak Journal of Physics	Czech. J. Phys.	Czech J Phys
Dental Materials	Dent. Mater.	Dent Mater
Diamond and Related Materials	Diamond Relat. Mater.	Diamond Relat Mater
Diamond Films and Technology	Diamond Films Technol.	Diamond Films Technol
Discussions of the Faraday Society	Discuss. Faraday Soc.	Discuss Faraday Soc
Doklady Akademii Nauk SSSR [Soviet Physics Doklady]	Dok. Akad. Nauk SSSR [Sov. Phys. Dokl.]	Dok Akad Nauk SSSR [Sov Phys Dokl]
Doklady Akademii Nauk	Dokl. Akad. Nauk	Dokl Akad Nauk
Drug and Chemical Toxicology	Drug Chem. Toxicol.	Drug Chem Toxicol
Drug Development and Industrial Pharmacy	Drug Dev. Ind. Pharm.	Drug Dev Ind Pharm
Drug Development Research	Drug Dev. Res.	Drug Dev Res
Drug Discovery Today	Drug Discovery Today	Drug Discovery Today
Drying Technology	Drying Technol.	Drying Technol
Earth and Planetary Science Letters	Earth Planet. Sci. Lett.	Earth Planet Sci Lett
Earth and Planetary Science Letters	Earth. Planet. Sci. Lett.	Earth Planet Sci Lett
Ecological Engineering	Ecol. Eng.	Ecol Eng
Economic Geology and the Bulletin of the Society of Economic Geologists	Econ. Geol.	Econ Geol
Ecotoxicology and Environment Safety	Ecotoxicol. Environ. Saf.	Ecotoxicol Environ Saf
Education in Chemistry	Educ. Chem.	Educ Chem
Electro- and Magnetobiology	Electro- Magnetobiol.	Electro- Magnetobiol
Electrochemical and Solid-State Letters	Electrochem. Solid-State Lett.	Electrochem Solid-State Lett
Electrochemical Society Interface	Electrochem. Soc. Interface	Electrochem Soc Interface
Electrochemistry Communications	Electrochem. Commun.	Electrochem Commun
Electrochimica Acta	Electrochim. Acta	Electrochim Acta
Electronic Technology	Electron Technol.	Electron Technol
Electronics Letters	Electron. Lett	Electron Lett
Electronics Letters	Electron. Lett.	Electron Lett
EMBO Journal	EMBO J.	EMBO J
Energy and Fuels	Energy Fuels	Energy Fuels
Energy Conversion and Management	Energy Convers. Manage.	Energy Convers Manage
Engineering and Mining Journal	Eng. Min. J.	Eng Min J
Environment Carcinogenesis and Ecotoxicology Reviews	Environ. Carcinog. Ecotoxicol. Rev.	Environ Carcinog Ecotoxicol Rev
Environmental Geochemistry and Health	Environ. Geochem. Health	Environ Geochem Health
Environmental Geology	Environ. Geol.	Environ Geol
Environmental Health Perspectives	Environ. Health Perspect.	Environ Health Perspect
Environmental Microbiology	Environ. Microbiol.	Environ Microbiol
Environmental Monitoring and Assessment	Environ. Monit. Assess.	Environ Monit Assess
Environmental Pollution	Environ. Pollut.	Environ Pollut
Environmental Progress	Environ. Prog.	Environ Prog
Environmental Research	Environ. Res.	Environ Res
Environmental Science and Technology	Environ. Sci. Technol.	Environ Sci Technol
Environmental Technology	Environ. Technol.	Environ Technol
Environmental Toxicology and Chemistry	Environ. Toxicol. Chem.	Environ Toxicol Chem
Environmental Toxicology and Pharmacology	Environ. Toxicol. Pharmacol.	Environ Toxicol Pharmacol
Environmental Toxicology and Water Quality	Environ. Toxicol. Water Qual.	Environ Toxicol Water Qual
Enzyme and Microbial Technology	Enzyme Microb. Technol.	Enzyme Microb Technol
Enzyme and Protein	Enzyme Protein	Enzyme Protein
Erdol and Kohle Erdgas, Petrochemie	Erdol and Kohle Erdgas, Petrochem.	Erdol and Kohle Erdgas, Petrochem
European Journal of Biochemistry	Eur. J. Biochem.	Eur J Biochem
European Journal of Clinical Chemistry and Clinical Biochemistry	Eur. J. Clin. Chem. Clin. Biochem.	Eur J Clin Chem Clin Biochem
European Journal of Inorganic Chemistry	Eur. J. Inorg. Chem.	Eur J Inorg Chem
European Journal of Lipid Science and Technology	Eur. J. Lipid Sci. Technol.	Eur J Lipid Sci Technol
European Journal of Mass Spectrometry	Eur. J. Mass Spectrom.	Eur J Mass Spectrom
European Journal of Medical Chemistry	Eur. J. Med. Chem.	Eur J Med Chem
European Journal of Mineralogy	Eur. J. Mineral.	Eur J Mineral
European Journal of Organic Chemistry	Eur. J. Org. Chem.	Eur J Org Chem
European Journal of Pharmacology	Eur. J. Pharmacol.	Eur J Pharmacol
European Journal of Solid State and Inorganic Chemistry	Eur. J. Solid State Inorg. Chem.	Eur J Solid State Inorg Chem
European Mass Spectrometry	Eur. Mass Spectrom.	Eur Mass Spectrom
European Polymer Journal	Eur. Polym. J.	Eur Polym J
Europhysics Letters	Europhys. Lett.	Europhys Lett
Experientia	Experientia	Experientia
Experimental Thermal and Fluid Science	Exp. Therm Fluid Sci.	Exp Therm Fluid Sci
Experiments in Fluids	Exp. Fluids	Exp Fluids
Exploration and Mining Geology	Explor. Min. Geol.	Explor Min Geol
Faraday Discussions	Faraday Discuss.	Faraday Discuss
FASEB Journal	FASEB J.	FASEB J
Fatigue and Fracture of Engineering Materials and Structures	Fatigue Fract. Eng. Mater. Struct.	Fatigue Fract Eng Mater Struct
FEBS Letters	FEBS Lett.	FEBS Lett
FEMS Immunology And Medical Microbiology	FEMS Immunol. Med. Microbiol.	FEMS Immunol Med Microbiol
FEMS Microbiology Ecology	FEMS Microbiol. Ecol.	FEMS Microbiol Ecol
FEMS Microbiology Letters	FEMS Microbiol. Lett.	FEMS Microbiol Lett
FEMS Microbiology Review	FEMS Microbiol. Rev.	FEMS Microbiol Rev
Ferroelectrics Letters	Ferroelectr. Lett.	Ferroelectr Lett
Ferroelectrics Review	Ferroelectr. Rev.	Ferroelectr Rev
Fett - Lipid	Fett - Lipid	Fett - Lipid
Fiber and Integrated Optics	iber Integr. Opt.	iber Integr Opt
Field Analytical Chemistry and Technology	Field Anal. Chem. Technol.	Field Anal Chem Technol
Fields and Quanta	Fields Quanta	Fields Quanta
Filtration and Separation	Filtr. Sep.	Filtr Sep
Fizika (Zagreb)	Fizika (Zagreb)	Fizika (Zagreb)
Fizika Elementarnykh Chastits i Atomnogo Yadra [Soviet Journal of Particles and Nuclei]	Fiz. Elem. Chastits At. Yadra [Sov. J. Part. Nucl.]	Fiz Elem Chastits At Yadra [Sov J Part Nucl]
Fizika i Tekhnika Poluprovodnikov [Soviet Physics Semiconductors]	Fiz. Tekh. Poluprovodn. [Sov. Phys. Semicond.]	Fiz Tekh Poluprovodn [Sov Phys Semicond]
Fizika Metallov i Metallovedenie [Physics of Metals and Metallography (USSR)]	Fiz. Met. Metalloved. [Phys. Met. Metallogr. (USSR) ]	Fiz Met Metalloved [Phys Met Metallogr (USSR) ]
Fizika Metallov i Metallovedenie	Fiz. Met. Metalloved.	Fiz Met Metalloved
Fizika Nizkikh Temperatur [Soviet Journal of Low Temperature Physics]	Fiz. Nizk. Temp. [Sov. J. Low Temp. Phys.]	Fiz Nizk Temp [Sov J Low Temp Phys]
Fizika Plazmy [Soviet Journal of Plasma Physics]	Fiz. Plazmy [Sov. J. Plasma Phys.]	Fiz Plazmy [Sov J Plasma Phys]
Fizika Tverdogo Tela (Leningrad) [Soviet Physics-Solid State]	Fiz. Tverd. Tela (Leningrad) [Sov. Phys. Solid State]	Fiz Tverd Tela (Leningrad) [Sov Phys Solid State]
Fluid Phase Equilibria	Fluid Phase Equilib.	Fluid Phase Equilib
Fluid/Particle Separation Journal	Fluid/Part. Sep. J.	Fluid/Part Sep J
Folding and Design	Fold Des.	Fold Des
Food Additives and Contaminants	Food Addit. Contam.	Food Addit Contam
Food and Chemical Toxicology	Food Chem. Toxicol.	Food Chem Toxicol
Food Biotechnology	Food Biotechnol.	Food Biotechnol
Food Chemistry	Food Chem.	Food Chem
Food Science and Technology International	Food Sci. Technol. Int.	Food Sci Technol Int
Fortschritte der Physik	Fortschr. Phys.	Fortschr Phys
Foundations of Physics	Found. Phys.	Found Phys
Free Radical Biology and Medicine	Free Radical Biol. Med.	Free Radical Biol Med
Free Radical Research	Free Radical Res.	Free Radical Res
Fresenius Environment Bulletin	Fresenius Environ. Bull.	Fresenius Environ Bull
Fresenius Journal of Analytical Chemistry	Fresenius J. Anal. Chem.	Fresenius J Anal Chem
Frontier Science Series	Front Sci. Ser.	Front Sci Ser
Fuel Processing Technology	Fuel Process. Technol.	Fuel Process Technol
Fuel Science and Technology International	Fuel Sci. Technol. Int.	Fuel Sci Technol Int
Fullerene Science and Technology	Fullerene Sci. Technol.	Fullerene Sci Technol
Functional and Integrative Genomics	Funct. Integr. Genomics	Funct Integr Genomics
Fundamental and Applied Toxicology	Fundam. Appl. Toxicol.	Fundam Appl Toxicol
Fusion Engineering and Design	Fusion Eng. Des.	Fusion Eng Des
Fusion Technology	Fusion Technol.	Fusion Technol
Galvanotechnik	Galvanotechnik	Galvanotechnik
Gas Separation and Purification	Gas Sep. Purif.	Gas Sep Purif
Gazzetta Chimica Italiana	Gazz. Chim. Ital.	Gazz Chim Ital
Gefahrstoffe Reinhaltung der Luft	Gefahrstoffe - Reinhalt. Luft	Gefahrstoffe - Reinhalt Luft
General Relativity and Gravitation	Gen. Relativ. Gravit.	Gen Relativ Gravit
Genetic Analysis - Biomolecular Engineering	Genet. Anal. - Biomol. Eng.	Genet Anal - Biomol Eng
Geochemical Journal	Geochem. J.	Geochem J
Geochemical Transactions	Geochem. Trans.	Geochem Trans
Geochemistry, Geophysics, Geosystems	Geochem. Geophys. Geosyst.	Geochem Geophys Geosyst
Geochemistry: Exploration, Environment, Analysis	Geochem.: Explor. Environ., Anal.	Geochem: Explor Environ, Anal
Geochimica et Cosmochimica Acta	Geochim. Cosmochim. Acta	Geochim Cosmochim Acta
Geologiya i Geofizika	Geol Geofiz	Geol Geofiz
Geomicrobiology Journal	Geomicrobiol. J.	Geomicrobiol J
Geophysical Research Letters	Geophys. Res. Lett.	Geophys Res Lett
GIT Labor-Fachzeitschrift
Glass and Ceramics	Glass Ceram.	Glass Ceram
Glass Physics and Chemistry	Glass Phys. Chem	Glass Phys Chem
Glass Research	Glass Res.	Glass Res
Glass Science and Technology	Glass Sci. Technol.	Glass Sci Technol
Glass Technology	Glass Technol.	Glass Technol
Global Biogeochemical Cycles	Global Biogeochem. Cycles	Global Biogeochem Cycles
Global Journal of Pure and Applied Sciences	Global J. Pure Appl. Sci.	Global J Pure Appl Sci
Glycoconjugate Journal	Glycoconjugate J.	Glycoconjugate J
Greem Chemistry	Green Chem.	Green Chem
Ground Water Monitoring and Remediation	Ground Water Monit. Rem.	Ground Water Monit Rem
Handbook of Experimental Pharmacology	Handb. Exp. Pharmacol.	Handb Exp Pharmacol
Handbook of Organopalladium Chemistry for Organic Synthesis
Handbuch der Physik	Handb. Phys.	Handb Phys
Hazardous Waste and Hazardous Materials	Hazard. Waste Hazard. Mater.	Hazard Waste Hazard Mater
Health Physics	Health Phys.	Health Phys
Heat and Mass Transfer	Heat Mass Transfer.	Heat Mass Transfer
Heat Treatment of Metals	Heat Treat. Met.	Heat Treat Met
Helvetica Chimica Acta	Helv. Chim. Acta	Helv Chim Acta
Helvetica Physica Acta	Helv. Phys. Acta	Helv Phys Acta
Heteroatom Chemistry	Heteroat. Chem	Heteroat Chem
Heterocyclic Communications	Heterocycl. Commun.	Heterocycl Commun
Heterogeneous Chemistry Reviews	Heterogen. Chem. Rev.	Heterogen Chem Rev
High Energy Chemistry	High Energ. Chem.	High Energ Chem
High Performance Polymers	High Perform. Polym.	High Perform Polym
High Pressure Chemistry
High Temperature (USSR) (translation of Teplofizika Vysokikh Temperatur)	High Temp. (USSR)	High Temp (USSR)
High Temperature Material Processes	High Temp. Mater. Processes (New York)	High Temp Mater Processes (New York)
High Temperature Materials and Processes	High Temp. Mater. Processes (London)	High Temp Mater Processes (London)
Holz als Roh und Werkstoff	Holz Roh Werkst.	Holz Roh Werkst
Hoppe-Seyler's Zeitschrift fur Physiologische Chemie	Hoppe-Seyler's Z. Physiol. Chem.	Hoppe-Seyler's Z Physiol Chem
HRC Journal of High Resolution Chromatography	HRC J. High Resolut. Chromatogr.	HRC J High Resolut Chromatogr
Hungarian Journal of Industrial Chemistry	Hung. J. Ind. Chem.	Hung J Ind Chem
Hydrocarbon Processing, International Edition	Hydrocarbon Process., Int. Ed.	Hydrocarbon Process, Int Ed
Hyperfine Interactions	Hyperfine Interact.	Hyperfine Interact
IBM Journal of Research and Development	IBM J. Res. Dev.	IBM J Res Dev
Icarus, International Journal of the Solar System	Icarus	Icarus
IEEE Journal of Quantum Electronics	IEEE J. Quantum Electron.	IEEE J Quantum Electron
IEEE Sensors Journal	IEEE Sens. J.	IEEE Sens J
IEEE Transactions on Antennas and Propagation	IEEE Trans. Antennas Propag.	IEEE Trans Antennas Propag
IEEE Transactions on Electron Devices	IEEE Trans. Electron Devices	IEEE Trans Electron Devices
IEEE Transactions on Information Theory	IEEE Trans. Inf Theory	IEEE Trans Inf Theory
IEEE Transactions on Instrumentation and Measurement	IEEE Trans. Instrum. Meas.	IEEE Trans Instrum Meas
IEEE Transactions on Magnetics	IEEE Trans. Magn.	IEEE Trans Magn
IEEE Transactions on Microwave Theory and Techniques	IEEE Trans. Microwave Theory Tech.	IEEE Trans Microwave Theory Tech
IEEE Transactions on Nuclear Science	IEEE Trans. Nucl. Sci.	IEEE Trans Nucl Sci
IEEE Transactions on Sonics Ultrasonics Industrial and Engineering Chemistry	IEEE Trans. Sonics Ultrason. Ind. Eng. Chem.	IEEE Trans Sonics Ultrason Ind Eng Chem
Ieee-Asme Transactions on Mechatronics
Indian Journal of Biochemistry and Biophysics	Indian J. Biochem. Biophys.	Indian J Biochem Biophys
Indian Journal of Chemical Technology	Indian J. Chem. Technol.	Indian J Chem Technol
Indian Journal of Chemistry Section A: Inorganic, Bio-inorganic, Physical, Theoretical and Analytical Chemistry	Indian J. Chem., Sect A	Indian J Chem, Sect A
Indian Journal of Chemistry Section B: Organic Chemistry including Medicinal Chemistry	Indian J. Chem., Sect B	Indian J Chem, Sect B
Indian Journal of Engineering and Materials Science	Indian J. Eng. Mater. Sci.	Indian J Eng Mater Sci
Indian Journal of Heterocyclic Chemistry	Indian J. Heterocycl. Chem.	Indian J Heterocycl Chem
Indian Journal of Pure and Applied Physics	Indian J. Pure Appl. Phy.	Indian J Pure Appl Phy
Indian Journal of Technology	Indian J. Technol.	Indian J Technol
Industrial and Engineering Chemistry Fundamentals	Ind. Eng. Chem. Fundam.	Ind Eng Chem Fundam
Industrial and Engineering Chemistry Research	Ind. Eng. Chem. Res.	Ind Eng Chem Res
Industrial and Engineering Chemistry	Ind. Eng. Chem.	Ind Eng Chem
Industrial Diamond Review	Ind. Diamond Rev.	Ind Diamond Rev
Infrared Physics and Technology	Infrared Phys. Technol.	Infrared Phys Technol
Infrared Physics	Infrared Phys.	Infrared Phys
Ingeniera Quimica (Madrid)	Ing. Quim.	Ing Quim
Inorganic Chemistry Communications	Inorg. Chem. Commun.	Inorg Chem Commun
Inorganic Chemistry	Inorg. Chem.	Inorg Chem
Inorganic Chemistry	lnorg. Chem.	lnorg Chem
Inorganic Materials (USSR) (translation of Izvestiya Akademii Nauk SSSR, Neorganicheskie Materialy)	Inorg. Mater. (USSR)	Inorg Mater (USSR)
Inorganic Materials	Inorg. Mater.	Inorg Mater
Inorganic Reaction Mechanisms	Inorg. React. Mech.	Inorg React Mech
Inorganic Syntheses	Inorg. Synth.	Inorg Synth
Inorganica Chimica Acta	Inorg. Chim. Acta	Inorg Chim Acta
Insect Biochemisry and Molecular Biology	Insect Biochem. Mol. Biol.	Insect Biochem Mol Biol
Instrumentation Science and Technology	Instrum Sci. Technol.	Instrum Sci Technol
Instruments and Experimental Techniques (USSR) (translation of Pribory i Tekhnika Eksperimenta)	Instrum. Exp. Tech. (USSR)	Instrum Exp Tech (USSR)
Interface Science	Interface Sci.	Interface Sci
International Biodeterioration and Biodegradation	Int. Biodeterior. Biodegrad.	Int Biodeterior Biodegrad
International DATA Series, Selected Data on Mixtures, Series A	Int. DATA Ser., Sel. Data Mixtures, Ser. A	Int DATA Ser, Sel Data Mixtures, Ser A
International Journal for Numerical Methods in Fluids	Int. J. Numer. Methods Fluids	Int J Numer Methods Fluids
International Journal of Adhesion and Adhesives	Int. J. Adhes. Adhes.	Int J Adhes Adhes
International Journal of Biochemistry and Cell Biology	Int. J. Biochem. Cell Biol.	Int J Biochem Cell Biol
International Journal of Biochemistry	Int. J. Biochem.	Int J Biochem
International Journal of Biochromatography	Int. J. Bio-Chromatogr.	Int J Bio-Chromatogr
International Journal of Biological Macromolecules	Int. J. Biol. Macromol.	Int J Biol Macromol
International Journal of Cast Metals Research	Int. J. Cast Met. Res.	Int J Cast Met Res
International Journal of Chemical Kinetics	Int. J. Chem. Kinet.	Int J Chem Kinet
International Journal of Environment Analytical Chemistry	Int. J. Environ. Anal. Chem.	Int J Environ Anal Chem
International Journal of Fatigue	Int. J. Fatigue	Int J Fatigue
International Journal of Heat and fluid flow	Int. J. Heat Fluid Flow	Int J Heat Fluid Flow
International Journal of Heat and Mass Transfer	Int. J. Heat Mass Transfer	Int J Heat Mass Transfer
International Journal of Hydrogen Energy	Int. J. Hydrogen Energy	Int J Hydrogen Energy
International Journal of Immunopharmacology	Int. J. Immunopharmacol	Int J Immunopharmacol
International Journal of Inorganic Materials	Int. J. Inorg. Mater.	Int J Inorg Mater
International Journal of Magnetism	Int. J. Magn.	Int J Magn
International Journal of Mass Spectrometry and Ion Processes	Int. J. Mass Spectrom. Ion Processes	Int J Mass Spectrom Ion Processes
International Journal of Mass Spectrometry	Int. J. Mass spectrom.	Int J Mass spectrom
International Journal of Mineral Processing	Int. J. Miner. Process.	Int J Miner Process
International Journal of Modern Physics B	Int. J. Mod Phys B	Int J Mod Phys B
International Journal of Multiphase Flow	Int. J. Multiphase Flow	Int J Multiphase Flow
International Journal of Oncology	Int. J. Oncol.	Int J Oncol
International Journal of Peptide and Protein Research	Int. J. Pept. Protein Res.	Int J Pept Protein Res
International Journal of Pharmaceutics	Int. J. Pharm.	Int J Pharm
International Journal of Phytoremediation	Int. J. Phytorem.	Int J Phytorem
International Journal of Plasticity	Int. J. Plast.	Int J Plast
International Journal of Polymer Analysis and Characterization	Int. J. Polym. Anal. Charact.	Int J Polym Anal Charact
International Journal of Polymeric Materials	Int. J. Polymer. Mater.	Int J Polymer Mater
International Journal of Powder Metallurgy	Int. J. Powder Metall.	Int J Powder Metall
International Journal of Quantum Chemistry	Int. J. Quantum Chem	Int J Quantum Chem
International Journal of Quantum Chemistry	Int. J. Quantum Chem.	Int J Quantum Chem
International Journal of Quantum Chemistry, Part 2	Int. J. Quantum Chem. 2	Int J Quantum Chem 2
