[cited 2018 20 March].
Abstracts of Papers, 221st ACS National Meeting, San Diego, CA, United States, April 1-5, 2001
Abstracts of Papers, 222nd ACS National Meeting, Chicago, IL, United States, August 26-30, 2001
Abstracts of Papers, 225th ACS National Meeting, New Orleans, LA, United States, March 23-27, 2003
Abstracts of Papers, 230th ACS National Meeting, Washington, DC, United States, Aug. 28-Sept. 1, 2005
Journal of the American Society of Brewing Chemists	J. Am. Soc. Brew. Chem.	J Am Soc Brew Chem
Journal of the Audio Engineering Society	J. Audio Engin. Soc.	J Audio Engin Soc
Journal of the Ceramic Society of Japan	J. Ceram. Soc. Jpn.	J Ceram Soc Jpn
Journal of the Chemical Societ, Perkin Transactions 2	J. Chem. Soc., Perkin Trans. 2	J Chem Soc, Perkin Trans 2
Journal of the Chemical Society of Pakistan	J. Chem. Soc. Pak.	J Chem Soc Pak
Journal of the Chemical Society	J. Chem. Soc.	J Chem Soc
Journal of the Chemical Society, Chemical Communications	J. Chem. Soc., Chem. Commun.	J Chem Soc, Chem Commun
Journal of the Chemical Society, Dalton Transactions	J. Chem. Soc., Dalton Trans.	J Chem Soc, Dalton Trans
Journal of the Chemical Society, Faraday Transactions	J. Chem. Soc., Faraday Trans.	J Chem Soc, Faraday Trans
Journal of the Chemical Society, Perkin Transactions 1	J. Chem. Soc., Perkin Trans. 1	J Chem Soc, Perkin Trans 1
Journal of the Chemical Society, Perkin Transactions 2: Physical Organic Chemistry	J. Chem. Soc. Perk. Trans. 2	J Chem Soc Perk Trans 2
Journal of the Chemical Society, Perkin Transactions 2: Physical Organic Chemistry	J. Chem. Soc., Perk. Trans. 2	J Chem Soc, Perk Trans 2
Journal of the Chinese Chemical Society	J. Chin. Chem. Soc.	J Chin Chem Soc
Journal of the Chinese Institute of Chemical Engineers	J. Chin. Inst. Chem. Eng,	J Chin Inst Chem Eng,
Journal of the Electrochemical Society	J. Electrochem. Soc.	J Electrochem Soc
Journal of the European Ceramic Society	J. Eur. Ceram. Soc.	J Eur Ceram Soc
Journal of the Indian Chemical Society	J. Indian Chem. Soc.	J Indian Chem Soc
Journal of the Institute of Environment Sciences	J. Inst. Environ. Sci.	J Inst Environ Sci
Journal of the Institution of Water and Environment Management	J. Inst. Water Environ. Manage.	J Inst Water Environ Manage
Journal of the Japan Institute of Metals	J. Jpn. Inst. Met.	J Jpn Inst Met
Journal of the Korean Chemical Society	J. Korean Chem. Soc.	J Korean Chem Soc
Journal of the Mechanics and Physics of Solids
Journal of the Mechanics and Physics of Solids	J. Mech. Phys. Solids	J Mech Phys Solids
Journal of the Optical Society of America B	J. Opt. Soc. Am. B	J Opt Soc Am B
Journal of the Optical Society of America B: Optical Physics	J. Opt. Soc. Am. B: Opt. Phys.	J Opt Soc Am B: Opt Phys
Journal of the Optical Society of America	J. Opt. Soc. Am.	J Opt Soc Am
Journal of the Physical Society of Japan	J. Phys. Soc. Jpn.	J Phys Soc Jpn
Journal of the Science of Food and Agriculture	J. Sci. Food Agric.	J Sci Food Agric
Journal of the Serbian Chemical Society	J. Serb. Chem. Soc.	J Serb Chem Soc
Journal of the South African Institute of Mining and Metallurgy	J. S. Afr. Inst. Min. Metall.	J S Afr Inst Min Metall
Journal of Thermal Analysis and Calorimetry	J. Therm. Anal. Calorim.	J Therm Anal Calorim
Journal of Thermal Analysis	J. Therm. Anal.	J Therm Anal
Journal of Thermal Spray Technology	J. Therm. Spray Technol.	J Therm Spray Technol
Journal of Thermophysics and Heat Transfer	J. Thermophys Heat Transfer	J Thermophys Heat Transfer
Journal of Thermoplastic Composite Materials	J. Thermoplast. Compos. Mater.	J Thermoplast Compos Mater
Journal of Toxicology - Clinical Toxicology	J. Toxicol., Clin. Toxicol.	J Toxicol, Clin Toxicol
Journal of Toxicology - Cutaneous and Ocular Toxicology	J. Toxicol., Cutaneous Ocul. Toxicol.	J Toxicol, Cutaneous Ocul Toxicol
Journal of Toxicology - Toxin Reviews	J. Toxicol., Toxin Rev.	J Toxicol, Toxin Rev
Journal of Toxicology and Environment Health	J. Toxicol. Environ. Health	J Toxicol Environ Health
Journal of Trace and Microprobe Techniques	J. Trace Microprobe Tech.	J Trace Microprobe Tech
Journal of Trace Elements in Experimental Medicine	J. Trace Elem. Exp. Med.	J Trace Elem Exp Med
Journal of Trace Elements in Medicine and Biology	J. Trace Elem. Med Biol.	J Trace Elem Med Biol
Journal of Vacuum Science and Technology A	J. Vac. Sci. Technol. A	J Vac Sci Technol A
Journal of Vacuum Science and Technology A	J. Vac. Sci. Technol., A	J Vac Sci Technol, A
Journal of Vacuum Science and Technology B	J. Vac. Sci. Technol. B	J Vac Sci Technol B
Journal of Vacuum Science and Technology B	J. Vac. Sci. Technol., B	J Vac Sci Technol, B
Journal of Wood Chemistry and Technology	J. Wood Chem. Technol.	J Wood Chem Technol
JPC Journal of Planar Chromatography Modern TLC	JPC J. Planar Chromatogr. - Mod. TLC	JPC J Planar Chromatogr - Mod TLC
JSME International Journal Series A: Mechanics and Material Engineering	JSME Int J., Ser. A	JSME Int J, Ser A
JSME International Journal Series B: Fluids and Thermal Engineering	JSME Int J., Ser. B	JSME Int J, Ser B
JSME International Journal Series C: Mechanical Systems Machine Elements and Manufacturing	JSME Int J., Ser. C	JSME Int J, Ser C
Kautschuk Gummi Kunststoffe	Kautsch. Gummi Kunstst.	Kautsch Gummi Kunstst
Key Engineering Materials	Key Eng. Mater.	Key Eng Mater
Khimicheskaya Fizika	Khim. Fiz.	Khim Fiz
Kinetics and Catalysis	Kinet. Catal.	Kinet Catal
Kinetika i Kataliz	Kinet. Katal.	Kinet Katal
Koatsuryoku no Kagaku to Gijutsu
Kolloid Zeitschrift & Zeitschrift fiir Polymere	Kolloid Z. Z. Polym.	Kolloid Z Z Polym
Kolloidn Zhurnal	Kolloidn Zh	Kolloidn Zh
Kongelige Danske Videnskabcrnes Selskab,	K. Dan. Vidensk. Selsk. Mat. Fys. Medd.	K Dan Vidensk Selsk Mat Fys Medd
Koordinatsionnaya Khimiya	Koord. Khim.	Koord Khim
Korean Journal of Chemical Engineering	Korean J. Chem. Eng.	Korean J Chem Eng
Kovove Materialy Metallic Materials	Kovove Mater.	Kovove Mater
Kvantovaya Elektronika (Moscow) [Soviet Journal of Quantum Electronics]	Kvant. Elektron. (Moscow) [Sov. J. Quantum Electron.]	Kvant Elektron (Moscow) [Sov J Quantum Electron]
Laboratory Automation and Information Management	Lab. Autom. Inf. Manage.	Lab Autom Inf Manage
Laboratory Investigation	Lab. Invest.	Lab Invest
Laboratory Robotics and Automation	Lab. Rob. Autom.	Lab Rob Autom
Laryngoscope	Laryngoscope	Laryngoscope
Laser Chemistry	Laser Chem.	Laser Chem
LC-GC The Magazine of Separation Science	LC-GC	LC-GC
Lettere al Nuovo Cimento	Lett. Nuovo Cimento	Lett Nuovo Cimento
Letters in Applied Microbiology	Lett. Appl. Microbiol.	Lett Appl Microbiol
Letters in Peptide Science	Lett. Pept. Sci.	Lett Pept Sci
Lick Observatory Bulletins	Lick Obs. Bull.	Lick Obs Bull
Liebigs Annalen - Recueil	Liebigs Ann. Recl.	Liebigs Ann Recl
Liebigs Annalen der Chemie	Liebigs Ann. Chem.	Liebigs Ann Chem
Life Sciences	Life Sci.	Life Sci
Liquid Crystals	Liq. Cryst.	Liq Cryst
Lubrication Engineering	Lubr. Eng.	Lubr Eng
Lubrication Science	Lubr. Sci.	Lubr Sci
lzvestiya Akademii Nauk SSSR, Neorganicheskie Materialy [Inorganic Materials (USSR)]	lzv. Akad. Nauk SSSR, Neorg. Mater. [lnorg. Mater. (USSR)]	lzv Akad Nauk SSSR, Neorg Mater [lnorg Mater (USSR)]
lzvestiya Akademu Nauk SSSR, Fizika Zemli [Izvestiya, Academy of Sciences, USSR, Physics ofthe Solid Earth]	lzv. Akad. Nauk SSSR, Fiz. Zemli [lzv. Acad. Sci. USSR, Phys. Solid Earth]	lzv Akad Nauk SSSR, Fiz Zemli [lzv Acad Sci USSR, Phys Solid Earth]
lzvestiya Vysshikh Uchebnykh Zavedenni, Radiotizika [Soviet Radiophysics]	lzv. Vyssh. Uchebn. Zaved. Radiofiz. [Sov. Radiophys.]	lzv Vyssh Uchebn Zaved Radiofiz [Sov Radiophys]
Macromolecular Chemistry and Physics	Macromol. Chem. Phys.	Macromol Chem Phys
Macromolecular Rapid Communications	Macromol. Rapid Commun.	Macromol Rapid Commun
Macromolecular Symposium	Macromol. Symp.	Macromol Symp
Macromolecular Theory and Simulations	Macromol. Theory Simul.	Macromol Theory Simul
Magnetic Resonance in Chemistry	Magn. Reson. Chem.	Magn Reson Chem
Magnetic Resonance Materials in Physics, Biology and Medicine	Magn. Reson. Mater. Phys., Biol. Med.	Magn Reson Mater Phys, Biol Med
Magyar Kemiai Folyoira	Magy. Kem. Foly.	Magy Kem Foly
Main Group Chemistry	Main Group Chem.	Main Group Chem
Main Group Metal Chemistry	Main Group Met. Chem.	Main Group Met Chem
Manufacturing Chemist	Manuf. Chem.	Manuf Chem
Marine Biology	Mar. Biol.	Mar Biol
Marine Biotechnology	Mar. Biotechnol.	Mar Biotechnol
Marine Chemistry	Mar. Chem.	Mar Chem
Marine Environment Research	Mar. Environ. Res.	Mar Environ Res
Marine Pollutution Bulletin	Mar. Pollut. Bull.	Mar Pollut Bull
Mass Spectrometry Reviews	Mass Spectrom. Rev.	Mass Spectrom Rev
Matematsik-Fysiske Meddelelser Kristallografiya [Soviet Physics-Crystallography]	Kristallograhya [Sov. Phys. Crystallogr.]	Kristallograhya [Sov Phys Crystallogr]
Materials & Design	Mater. Des.	Mater Des
Materials and Corrosion	Mater. Corros.	Mater Corros
Materials and Design	Mater. Des.	Mater Des
Materials and Manufacturing Processes	Mater. Manuf. Processes	Mater Manuf Processes
Materials and Organisms	Mater. Org.	Mater Org
Materials and Structures	Mater. Struct.	Mater Struct
Materials at High Temperatures	Mater. High Temp.	Mater High Temp
Materials Characterization	Mater. Charact.	Mater Charact
Materials Chemistry and Physics	Mater. Chem. Phys.	Mater Chem Phys
Materials Evaluation	Mater. Eval.	Mater Eval
Materials Forum	Mater. Forum	Mater Forum
Materials Letters	Mater. Lett.	Mater Lett
Materials Performance	Mater. Performance	Mater Performance
Materials Research Bulletin	Mater. Res. Bull.	Mater Res Bull
Materials Research Innovations	Mater. Res. Innovations	Mater Res Innovations
Materials Science and Engineering A	Mater. Sci. Eng., A	Mater Sci Eng, A
Materials Science and Engineering B	Mater. Sci. Eng., B	Mater Sci Eng, B
Materials Science and Engineering C	Mater. Sci. Eng., C	Mater Sci Eng, C
Materials Science and Engineering Reports	Mater. Sci. Eng., R	Mater Sci Eng, R
Materials Science and Technology	Mater. Sci. Technol.	Mater Sci Technol
Materials Science Forum	Mater. Sci. Forum	Mater Sci Forum
Materials Science in Semiconductor Processing	Mater. Sci. Semicond. Process.	Mater Sci Semicond Process
Materials Science Research International	Mater. Sci. Res. Int.	Mater Sci Res Int
Materials Science	Mater. Sci.	Mater Sci
Materials Today	Mater. Today	Mater Today
Materials Transactions, JIM	Mater. Trans., JIM	Mater Trans, JIM
Materialwissenschaft und Werkstofftechnik	Materialwiss. Werkstofftech.	Materialwiss Werkstofftech
Matrix Biology	Matrix Biol.	Matrix Biol
Measurement Science and Technology	Meas. Sci. Technol.	Meas Sci Technol
Mechanics of Composite Materials and Structures	Mech. Compos. Mater. Struct.	Mech Compos Mater Struct
Mechanics of Composite Materials	Mech. Compos. Mater.	Mech Compos Mater
Mechanics of Materials	Mech. Mater.	Mech Mater
Mechanics of Time Dependent Materials	Mech. Time-Depend. Mater.	Mech Time-Depend Mater
Medical Physics	Med. Phys.	Med Phys
Medicinal Chemistry Research	Med. Chem. Res.	Med Chem Res
Memoirs of the Royal Astronomical Society	Mem. R. Astron. Soc.	Mem R Astron Soc
Mendeleev Communications	Mendeleev Commun.	Mendeleev Commun
Metabolic Engineering	Metab. Eng.	Metab Eng
Metal Ions in Biological Systems	Met. Ions Biol. Syst.	Met Ions Biol Syst
Metal Science and Heat Treatment	Met. Sci. Heat Treat.	Met Sci Heat Treat
Metal-Based Drugs	Met.-Based Drugs	Met-Based Drugs
Metallovedenie i Termicheskaya Obrabotka Metallov	Metalloved. Term. Obrab. Met.	Metalloved Term Obrab Met
Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science	Metall. Mater. Trans. A	Metall Mater Trans A
Metallurgical and Materials Transactions B: Process Metallurgy and Materials Processing Science	Metall. Mater. Trans. B	Metall Mater Trans B
Metallurgical Transactions A	Metall. Trans. A	Metall Trans A
Metallurgical Transactions B	Metall. Trans. B	Metall Trans B
Methods in Enzymology	Methods Enzymol.	Methods Enzymol
Methods of Biochemical Analysis	Methods Biochem. Anal.	Methods Biochem Anal
Microbial and Comparative Genomics	Microb. Comp. Genomics	Microb Comp Genomics
Microbiological Research	Microbiol. Res.	Microbiol Res
Microchemical Journal	Microchem. J.	Microchem J
Microelectronic Engineering	Microelectron. Eng.	Microelectron Eng
Microelectronics Journal	Microelectron. J.	Microelectron J
Microporous and Mesoporous Materials	Microporous Mesoporous Mater.	Microporous Mesoporous Mater
Microporous Materials	Microporous Mater.	Microporous Mater
Microscale Thermophysical Engineering	Microscale Thermophys. Eng.	Microscale Thermophys Eng
Microscopy and Microanalysis	Microsc. Microanal.	Microsc Microanal
Microscopy Research and Technique	Microsc. Res. Tech.	Microsc Res Tech
Mikrochimica Acta	Mikrochim. Acta	Mikrochim Acta
Mine Water and the Environment	Mine Water Environ.	Mine Water Environ
Mineral Processing and Extractive Metallurgy Review	Miner. Process. Extr. Metall. Rev.	Miner Process Extr Metall Rev
Minerals and Metallurgical Processing	Miner. Metall. Process	Miner Metall Process
Minerals Engineering	Miner. Eng.	Miner Eng
Mini - Reviews in Medicinal Chemistry	Mini-Rev. Med. Chem.	Mini-Rev Med Chem
Modelling and Simulation in Materials Science and Engineering	Modell. Simul. Mater. Sci. Eng.	Modell Simul Mater Sci Eng
Modern Drug Discovery	Mod. Drug Discovery	Mod Drug Discovery
Modern Physics Letters A	Mod. Phys. Lett. A	Mod Phys Lett A
Modern Physics Letters B	Mod. Phys. Lett. B	Mod Phys Lett B
Molecular and Cellular Biochemistry	Mol. Cell. Biochem.	Mol Cell Biochem
Molecular and Supramolecular Photochemistry	Mol. Supramol. Photochem.	Mol Supramol Photochem
Molecular Crystals and Liquid Crystal Science and Technology Section C	Mol. Cryst. Liq. Cryst. Sci. Technol., Sect. C	Mol Cryst Liq Cryst Sci Technol, Sect C
Molecular Crystals and Liquid Crystals Science and Technology Section A	Mol. Cryst. Liq. Cryst. Sci. Technol., Sect. A	Mol Cryst Liq Cryst Sci Technol, Sect A
Molecular Crystals and Liquid Crystals	Mol. Cryst. Liq. Cryst.	Mol Cryst Liq Cryst
Molecular Interventions	Mol. Interventions	Mol Interventions
Molecular Marine Biology and Biotechnology	Mol. Mar. Biol. Biotech,	Mol Mar Biol Biotech,
Molecular Microbiology	Mol. Microbiol.	Mol Microbiol
Molecular Pharmacology	Mol. Pharmacol.	Mol Pharmacol
Molecular Physics	Mol. Phys.	Mol Phys
Molecular Reproduction and Development	Mol. Reprod. Dev	Mol Reprod Dev
Monatshefte fur Chemie	Monatsh. Chem.	Monatsh Chem
Monthly Notices of the Royal Astronomical Society	Mon. Not. R. Astron. Soc.	Mon Not R Astron Soc
Monthy Notices of the Royal Astronomical Society	Mon. Not. R. Astron. Soc.	Mon Not R Astron Soc
MRS Bulletin	MRS Bull.	MRS Bull
MRS Internet Journal of Nitride Semiconductor Research	MRS Internet J. Nitride Semicond. Res.	MRS Internet J Nitride Semicond Res
Nachrichten aus Chemie Technik und Laboratorium	Nachr. Chem. Tech. Lab.	Nachr Chem Tech Lab
Nachrichten aus Chemie, Technik und Laboratorium	Nach. Chem. Tech. Lab.	Nach Chem Tech Lab
Nachrichten aus Chemie, Technik und Laboratorium	Nachr. Chem. Tech. Lab.	Nachr Chem Tech Lab
Nano Lett.
Nano Letters	Nano Lett.	Nano Lett
Nanoscale
Nanostructured Materials	Nanostruct. Mater.	Nanostruct Mater
Nanotechnology
National Bureau of Standards (U.S,), Miscellaneous Publication	Natl. Bur. Stand. (U.S.), Misc. Publ.	Natl Bur Stand (US), Misc Publ
National Bureau of Standards (U.S. ), Circular	Natl. Bur. Stand. (U.S.), Circ.	Natl Bur Stand (US), Circ
National Bureau of Standards (U.S.), Special Publication	Natl. Bur. Stand. (U.S.), Spec. Publ.	Natl Bur Stand (US), Spec Publ
NATO ASI Series, Series A Life Sciences	NATO ASI Ser., Ser. A	NATO ASI Ser, Ser A
NATO ASI Series, Series B Physics	NATO ASI Ser., Ser. B	NATO ASI Ser, Ser B
NATO ASI Series, Series C Mathematical and Physical Sciences	NATO ASI Ser., Ser. C	NATO ASI Ser, Ser C
NATO ASI Series, Series E Applied Physics	NATO ASI Ser., Ser. E	NATO ASI Ser, Ser E
NATO ASI Series, Series G Ecological Sciences	NATO ASI Ser., Ser. G	NATO ASI Ser, Ser G
NATO ASI Series, Series H Cell Biology	NATO ASI Ser., Ser. H	NATO ASI Ser, Ser H
Natural Product Sciences	Nat. Prod. Sci.	Nat Prod Sci
Natural Products Letters	Nat. Prod. Lett.	Nat Prod Lett
Natural Products Reports	Nat. Prod. Rep.	Nat Prod Rep
Natural Structural Biology	Nat. Struct. Biol.	Nat Struct Biol
Natural Toxins	Nat. Toxins	Nat Toxins
Nature
Nature (London)	Nature (London)	Nature (London)
Nature Biotechnology	Nat. Biotechnol.	Nat Biotechnol
Nature Communications	Nat. Commun.	Nat Commun
Nature Nanotechnology	Nat. Nanotechnol.	Nat Nanotechnol
Naturwissenschaften	Naturwissenschaften	Naturwissenschaften
Naunyn-Schmiedeberg's Archives of Pharmacology	Naunyn-Schmiedeberg's Arch. Pharmacol.	Naunyn-Schmiedeberg's Arch Pharmacol
NDT and E International	NDT and E Int.	NDT and E Int
Neftyanoe Khozyaistvo	Neft. Khoz.	Neft Khoz
Neorganicheskie Materialy	Neorg. Mater.	Neorg Mater
Neurochemical Research	Neurochem. Res.	Neurochem Res
Neurochemistry International	Neurochem. Int.	Neurochem Int
New Comprehensive Biochemistry	New Compr. Biochem.	New Compr Biochem
New Diamond and Frontier Carbon Technology	New Diamond Front. Carbon Technol.	New Diamond Front Carbon Technol
New Journal of Chemistry	New J. Chem.	New J Chem
New Polymeric Materials	New Polym. Mat.	New Polym Mat
NMR in Biomedicine	NMR Biomed.	NMR Biomed
Nonlinearity	Nonlinearity	Nonlinearity
Nova Acta Leopoldina, Supplementum
Nuclear Data, Section A	Nucl. Data, Sect. A	Nucl Data, Sect A
Nuclear Engineering and Design	Nucl. Eng. Des.	Nucl Eng Des
Nuclear Fusion	Nucl. Fusion	Nucl Fusion
Nuclear Instruments & Methods	Nucl. Instrum. Methods	Nucl Instrum Methods
Nuclear Instruments and Methods in Physical Research Section A	Nucl. Instrum. Methods Phys. Res., Sect. A	Nucl Instrum Methods Phys Res, Sect A
Nuclear Instruments and Methods in Physical Research Section B	Nucl. Instrum. Methods Phys. Res., Sect. B	Nucl Instrum Methods Phys Res, Sect B
Nuclear Instruments	Nucl. Instrum.	Nucl Instrum
Nuclear Physics A	Nucl. Phys. A	Nucl Phys A
Nuclear Physics B	Nucl. Phys. B	Nucl Phys B
Nuclear Physics	Nucl. Phys.	Nucl Phys
Nuclear Science and Engineering	Nucl. Sci. Eng.	Nucl Sci Eng
Nuclear Technology	Nucl. Technol.	Nucl Technol
Nucleic Acids Research	Nucleic Acids Res.	Nucleic Acids Res
Nukleonik	Nukleonik	Nukleonik
Numerical Heat Transfer Part A	Numer. Heat Transfer, Part A	Numer Heat Transfer, Part A
Numerical Heat Transfer Part B	Numer. Heat Transfer, Part B	Numer Heat Transfer, Part B
Nuovo Cimento A	Nuovo Cimento A	Nuovo Cimento A
Nuovo Cimento B	Nuovo Cimento B	Nuovo Cimento B
Nuovo Cimento della Societa Italiana di Fisica A	Nuovo Cimento Soc. Ital. Fis., A	Nuovo Cimento Soc Ital Fis, A
Nuovo Cimento della Societa Italiana di Fisica B	Nuovo Cimento Soc. Ital. Fis., B	Nuovo Cimento Soc Ital Fis, B
Nuovo Cimento della Societa Italiana di Fisica C	Nuovo Cimento Soc. Ital. Fis., C	Nuovo Cimento Soc Ital Fis, C
Nuovo Cimento della Societa Italiana di Fisica D	Nuovo Cimento Soc. Ital. Fis., D	Nuovo Cimento Soc Ital Fis, D
Nuovo Cimento	Nuovo Cimento	Nuovo Cimento
Oil and Gas Journal	Oil Gas J.	Oil Gas J
Optica Acta	Opt. Acta	Opt Acta
Optical Materials	Opt. Mater.	Opt Mater
Opticheskii Zhurnal	Opt. Zh.	Opt Zh
Optics and Spectroscopy (USSR) (translation of Optika i Spektroskopiya)	Opt. Speetrosc. (USSR)	Opt Speetrosc (USSR)
Optics and Spectroscopy	Opt. Spectrosc.	Opt Spectrosc
Optics Communication	Opt. Commun.	Opt Commun
Optics Communications	Opt. Commun.	Opt Commun
Optics Express	Opt. Express	Opt Express
Optics Letters	Opt. Lett.	Opt Lett
Optics News	Opt. News	Opt News
Optik (Stuttgart)	Optik (Stuttgart)	Optik (Stuttgart)
Optika i Spektroskopiya [Optics and Spectroscopy (USSR) ]	Opt. Spektrosk. [Opt. Spectrosc. (USSR)]	Opt Spektrosk [Opt Spectrosc (USSR)]
Optika i Spektroskopiya	Opt Spektrosk.	Opt Spektrosk
Optiko-Mekhanicheskaya Promyshlennost [Soviet Journal of Optical Technology]	Opt. Mekh. Prom. [Sov. J. Opt. Technol.]	Opt Mekh Prom [Sov J Opt Technol]
Organic Electronics	Org. Electron.	Org Electron
Organic Geochemistry	Org. Geochem.	Org Geochem
Organic Letters	Org. Lett.	Org Lett
Organic Mass Spectrometry	Org. Mass Spectrom.	Org Mass Spectrom
Organic Preparations and Procedures International	Org. Prep. Proced. Int.	Org Prep Proced Int
Organic Process Research and Development	Org. Process Res. Dev.	Org Process Res Dev
Organic Reaction Mechanics	Org. React. Mech.	Org React Mech
Organic Synthesis Highlights IV
Organic Synthesis Highlights V
Organic Synthesis via Organometallics, Proceedings of the Symposium, 5th, Heidelberg, Sept. 26-28, 1996
Organohalogen Compounds	Organohalogen Compd.	Organohalogen Compd
Organometallic Chemistry	Organomet. Chem.	Organomet Chem
Origins of Life and Evolution of the Biosphere	Origins Life Evol. Biosphere	Origins Life Evol Biosphere
Oxidation of Metals	Oxid. Met.	Oxid Met
Ozone Science and Engineering	Ozone Sci. Eng.	Ozone Sci Eng
Particle and Particle Systems Characterization	Part. Part. Syst. Char.	Part Part Syst Char
Particulate Science and echnology	Part. Sci. Technol.	Part Sci Technol
Peptides 2000, Proceedings of the European Peptide Symposium, 26th, Montpellier, France, Sept. 10-15, 2000
Peptides 2002, Proceedings of the European Peptide Symposium, 27th, Sorrento, Italy, Aug. 31-Sept. 6, 2002
Perception and Psychophysics	Percept. Psychophys.	Percept Psychophys
Perspectives in Drug Discovery and Design	Perspect. Drug Discovery Des.	Perspect Drug Discovery Des
Pesticide Biochemistry and Physiology	Pestic. Biochem. Physiol.	Pestic Biochem Physiol
Pesticide Outlook	Pestic. Outlook	Pestic Outlook
Petroleum Science and Technology	Pet. Sci. Technol.	Pet Sci Technol
Pharmaceutical and Pharmacological Letters	Pharm. Pharmacol. Lett.	Pharm Pharmacol Lett
Pharmaceutical Chemistry Journal	Pharm. Chem. J.	Pharm Chem J
Pharmaceutical Research	Pharm. Res.	Pharm Res
Pharmaceutical Technology	Pharm. Technol.	Pharm Technol
Pharmacological Research	Pharmacol. Res.	Pharmacol Res
Pharmacy and Pharmacology Communications	Pharm. Pharmacol. Commun.	Pharm Pharmacol Commun
Phase Transitions	Phase Transitions	Phase Transitions
Philips Research Reports	Philips Res. Rep.	Philips Res Rep
Philosophical Magazine A	Philos. Mag. A	Philos Mag A
Philosophical Magazine B	Philos. Mag. B	Philos Mag B
Philosophical Magazine Letters	Philos. Mag. Lett.	Philos Mag Lett
Philosophical Magazine	Philos. Mag.	Philos Mag
Philosophical Transactions of the Royal Society of London	Philos. Trans. R. Soc. London	Philos Trans R Soc London
Philosophical Transactions of the Royal Society of London, Series A	Philos. Trans. R. Soc. London, Ser. A	Philos Trans R Soc London, Ser A
Philosophical Transactions of the Royal Society of London, Series A: Mathematical and Physical Sciences	Philos. Trans. R. Soc. London, Ser. A	Philos Trans R Soc London, Ser A
Philosophical Transactions of the Royal Society of London, Series B	Philos. Trans. R. Soc. London, Ser. B	Philos Trans R Soc London, Ser B
Phosphorus Sulfur Silicon and the Related Elements	Phosphorus, Sulfur Silicon Relat. Elem.	Phosphorus, Sulfur Silicon Relat Elem
Phosphorus, Sulfur and Silicon and the Related Elements	Phosphorus, Sulfur Silicon Relat. Elem.	Phosphorus, Sulfur Silicon Relat Elem
Photochemistry and Photobiology	Photochem. Photobiol.	Photochem Photobiol
Photosynthesis Research	Photosynth. Res.	Photosynth Res
Phys Rev Lett
Phys. Rev. B
Phys. Rev. Lett.
Physica (Utrecht)	Physica (Utrecht)	Physica (Utrecht)
Physica A	Physica A	Physica A
Physica B	Physica B	Physica B
Physica C	Physica C	Physica C
Physica D	Physica D	Physica D
Physica E	Physica E	Physica E
Physica Scripta	Phys. Scr.	Phys Scr
Physica Status Solidi A: Applied Research	Phys. Status Solidi A	Phys Status Solidi A
Physica Status Solidi B: Basic Research	Phys. Status Solidi B	Phys Status Solidi B
Physica Status Solidi	Phys. Status Solidi	Phys Status Solidi
Physical Chemistry Chemical Physics	PCCP	PCCP
Physical Chemistry Chemical Physics	Phys. Chem. Chem. Phys.	Phys Chem Chem Phys
Physical Review A	Phys. Rev. A	Phys Rev A
Physical Review A: Atomic, Molecular, and Optical Physics	Phys. Rev. A: At. Mol. Opt. Phys.	Phys Rev A: At Mol Opt Phys
Physical Review B
Physical Review B: Condensed Matter	Phys. Rev. B	Phys Rev B
Physical Review B: Condensed Matter	Phys. Rev. B: Condens. Matter	Phys Rev B: Condens Matter
Physical Review C: Nuclear Physics	Phys. Rev. C	Phys Rev C
Physical Review C: Nuclear Physics	Phys. Rev. C: Nucl. Phys.	Phys Rev C: Nucl Phys
Physical Review D: Particles and Fields	Phys. Rev. D	Phys Rev D
Physical Review D: Particles and Fields	Phys. Rev. D: Part. Fields	Phys Rev D: Part Fields
Physical Review E: Statistical Physics, Plasmas, Fluids, and Related Interdisciplinary Topics	Phys. Rev. E: Stat. Phys., Plasmas, Fluids,	Phys Rev E: Stat Phys, Plasmas, Fluids,
Physical Review Letters	Phys. Rev. Lett.	Phys Rev Lett
Physical Review	Phys. Rev.	Phys Rev
Physical Status Solidi A	Phys. Status Solidi A	Phys Status Solidi A
Physical Status Solidi B	Phys. Status Solidi B	Phys Status Solidi B
Physics (New York)	Phys. (N.Y.)	Phys (NY)
Physics and Chemistry of Glasses	Phys. Chem. Glasses	Phys Chem Glasses
Physics and Chemistry of Liquids	Phys. Chem. Liq.	Phys Chem Liq
Physics and Chemistry of Minerals	Phys. Chem. Miner.	Phys Chem Miner
Physics and Chemistry of Solids	Physics and Chemistry of Solids	Physics and Chemistry of Solids
Physics Letters A	Phys. Lett. A	Phys Lett A
Physics Letters B	Phys. Lett. B	Phys Lett B
Physics Letters	Phys. Lett.	Phys Lett
Physics of Fluids A	Phys. Fluids A	Phys Fluids A
Physics of Fluids B	Phys. Fluids B	Phys Fluids B
Physics of Fluids	Phys. Fluids	Phys Fluids
Physics of Metals and Metallography (USSR) (translation of Fizika Metallov i Metallovedenie)	Phys. of Metals and Metallography (USSR)	Phys of Metals and Metallography (USSR)
Physics Teacher	Phys. Teach.	Phys Teach
Physics Today	Phys. Today	Phys Today
Physik der Kondensierten Materie	Phys. Konden. Mater.	Phys Konden Mater
